srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,sDevType,sOSName,age_gender
889,"""4""","""13""","""1""","""5""","""4""","""4""","""4""","""1""","""1""","""3""","""3""","""1""","""2""","""4""","""2""","""1""","""0""","""12""",65+ Female
250,"""4""","""16""","""13""","""1""","""1""","""1""","""2""","""1""","""1""","""2""","""2""","""1""","""1""","""2""","""2""","""2""","""0""","""12""",50-64 Male
1935,"""2""","""13""","""6""","""4""","""4""","""3""","""3""","""1""","""1""","""1""","""1""","""1""","""4""","""2""","""4""","""1""","""2""","""6""",50-64 Female
2613,"""4""","""16""","""4""","""2""","""1""","""1""","""1""","""2""","""2""","""2""","""2""","""1""","""1""","""2""","""2""","""1""","""0""","""12""",50-64 Female
78,"""4""","""4""","""3""","""2""","""4""","""3""","""2""","""2""","""2""","""3""","""3""","""2""","""4""","""5""","""4""","""1""","""1""","""1""",18-29 Female
122,"""2""","""-98""","""5""","""2""","""3""","""3""","""4""","""1""","""2""","""2""","""1""","""2""","""2""","""2""","""2""","""1""","""1""","""1""",65+ Male
609,"""2""","""11""","""2""","""3""","""2""","""2""","""2""","""1""","""1""","""2""","""1""","""1""","""4""","""4""","""2""","""2""","""0""","""12""",65+ Female
939,"""2""","""11""","""3""","""3""","""2""","""2""","""2""","""3""","""1""","""4""","""4""","""1""","""4""","""4""","""4""","""1""","""0""","""12""",30-49 Male
929,"""4""","""28""","""96""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""3""","""4""","""4""","""2""","""1""","""6""",50-64 Male
1042,"""4""","""11""","""4""","""2""","""2""","""2""","""2""","""1""","""2""","""3""","""3""","""1""","""1""","""2""","""5""","""2""","""0""","""12""",50-64 Female
959,"""2""","""11""","""3""","""4""","""4""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""0""","""12""",65+ Male
843,"""4""","""11""","""3""","""3""","""3""","""4""","""3""","""2""","""2""","""3""","""3""","""2""","""4""","""4""","""4""","""4""","""0""","""12""",50-64 Male
1249,"""2""","""33""","""-98""","""2""","""2""","""2""","""1""","""3""","""3""","""2""","""-98""","""3""","""5""","""5""","""5""","""4""","""0""","""12""",30-49 Male
1634,"""4""","""13""","""8""","""3""","""3""","""3""","""2""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""2""","""2""","""0""","""12""",50-64 Male
1343,"""2""","""-98""","""3""","""2""","""2""","""2""","""2""","""1""","""1""","""2""","""2""","""1""","""1""","""2""","""2""","""2""","""2""","""6""",65+ Female
151,"""2""","""27""","""-98""","""2""","""2""","""1""","""2""","""2""","""2""","""2""","""2""","""-98""","""2""","""-98""","""2""","""2""","""2""","""6""",30-49 Female
1887,"""2""","""4""","""1""","""2""","""2""","""2""","""2""","""1""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""4""","""0""","""12""",50-64 Male
57,"""2""","""11""","""3""","""4""","""4""","""4""","""1""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""0""","""12""",18-29 Female
1392,"""4""","""96""","""1""","""2""","""2""","""3""","""2""","""2""","""3""","""3""","""3""","""3""","""4""","""4""","""4""","""2""","""1""","""1""",30-49 Male
450,"""2""","""36""","""1""","""3""","""3""","""4""","""3""","""3""","""1""","""3""","""1""","""1""","""2""","""4""","""5""","""2""","""0""","""12""",65+ Female
145,"""2""","""20""","""4""","""2""","""1""","""2""","""5""","""1""","""2""","""2""","""4""","""1""","""2""","""2""","""2""","""4""","""1""","""6""",50-64 Female
1831,"""2""","""96""","""1""","""3""","""3""","""2""","""4""","""3""","""3""","""2""","""3""","""1""","""1""","""2""","""3""","""2""","""0""","""8""",30-49 Female
1834,"""4""","""13""","""3""","""4""","""3""","""4""","""2""","""3""","""3""","""3""","""4""","""3""","""4""","""4""","""5""","""2""","""1""","""6""",50-64 Female
1416,"""4""","""16""","""1""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""2""","""3""","""2""","""4""","""2""","""2""","""0""","""12""",65+ Female
724,"""2""","""11""","""1""","""1""","""2""","""4""","""4""","""3""","""3""","""4""","""4""","""2""","""5""","""5""","""5""","""2""","""1""","""6""",30-49 Female
445,"""2""","""96""","""1""","""4""","""3""","""3""","""4""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""4""","""2""","""6""",50-64 Male
800,"""4""","""20""","""4""","""3""","""2""","""2""","""3""","""3""","""3""","""2""","""4""","""2""","""2""","""4""","""5""","""4""","""2""","""6""",50-64 Female
1629,"""4""","""11""","""4""","""3""","""3""","""3""","""3""","""1""","""1""","""2""","""2""","""1""","""1""","""1""","""2""","""1""","""2""","""6""",50-64 Female
2285,"""4""","""11""","""4""","""1""","""1""","""2""","""1""","""2""","""2""","""2""","""3""","""2""","""2""","""4""","""2""","""2""","""1""","""6""",30-49 Male
44,"""4""","""16""","""4""","""2""","""2""","""2""","""1""","""2""","""2""","""1""","""3""","""1""","""2""","""4""","""2""","""1""","""1""","""6""",65+ Female
713,"""4""","""11""","""3""","""1""","""1""","""2""","""2""","""3""","""2""","""1""","""1""","""1""","""1""","""4""","""4""","""2""","""0""","""12""",50-64 Male
1823,"""1""","""29""","""1""","""3""","""2""","""4""","""3""","""2""","""2""","""3""","""4""","""3""","""4""","""5""","""4""","""2""","""0""","""8""",65+ Male
1676,"""2""","""16""","""3""","""2""","""3""","""3""","""2""","""2""","""1""","""2""","""2""","""1""","""2""","""4""","""4""","""2""","""0""","""12""",50-64 Male
119,"""2""","""20""","""6""","""4""","""3""","""4""","""4""","""2""","""2""","""2""","""2""","""2""","""1""","""4""","""2""","""2""","""0""","""12""",65+ Male
2044,"""2""","""1""","""1""","""4""","""4""","""2""","""3""","""1""","""3""","""4""","""3""","""2""","""2""","""5""","""4""","""-98""","""-1""","""-1""",65+ Female
496,"""4""","""13""","""1""","""5""","""5""","""5""","""5""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""1""","""0""","""8""",30-49 Male
1429,"""4""","""20""","""3""","""3""","""2""","""4""","""2""","""3""","""3""","""2""","""3""","""2""","""2""","""2""","""2""","""4""","""0""","""12""",30-49 Female
235,"""1""","""16""","""3""","""4""","""3""","""2""","""3""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""4""","""1""","""0""","""12""",65+ Male
540,"""2""","""18""","""3""","""3""","""3""","""4""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""0""","""12""",65+ Male
905,"""4""","""16""","""3""","""3""","""2""","""2""","""1""","""2""","""1""","""1""","""2""","""1""","""2""","""4""","""2""","""1""","""2""","""1""",65+ Male
2371,"""2""","""16""","""2""","""3""","""2""","""2""","""2""","""3""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""1""","""6""",65+ Male
527,"""2""","""-98""","""1""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""4""","""4""","""4""","""4""","""0""","""8""",18-29 Female
2305,"""4""","""1""","""3""","""3""","""3""","""3""","""3""","""4""","""3""","""4""","""3""","""3""","""5""","""5""","""5""","""5""","""2""","""6""",50-64 Male
2531,"""2""","""2""","""2""","""5""","""2""","""4""","""4""","""2""","""2""","""3""","""3""","""1""","""2""","""4""","""2""","""2""","""2""","""6""",30-49 Female
1008,"""4""","""16""","""4""","""1""","""2""","""2""","""2""","""2""","""2""","""3""","""3""","""2""","""2""","""4""","""4""","""2""","""0""","""12""",65+ Female
1750,"""2""","""16""","""4""","""3""","""3""","""2""","""2""","""2""","""2""","""2""","""3""","""3""","""4""","""4""","""2""","""2""","""1""","""6""",18-29 Male
2007,"""4""","""29""","""1""","""3""","""3""","""3""","""3""","""2""","""3""","""3""","""3""","""3""","""2""","""4""","""2""","""2""","""0""","""12""",50-64 Male
1269,"""4""","""33""","""3""","""2""","""1""","""2""","""1""","""1""","""2""","""1""","""1""","""1""","""1""","""4""","""4""","""2""","""1""","""1""",30-49 Male
742,"""4""","""36""","""1""","""3""","""2""","""4""","""4""","""2""","""2""","""3""","""2""","""2""","""2""","""4""","""2""","""1""","""0""","""12""",30-49 Female
948,"""1""","""1""","""-99""","""3""","""3""","""3""","""3""","""2""","""2""","""2""","""2""","""2""","""5""","""5""","""5""","""1""","""2""","""6""",50-64 Female
1974,"""1""","""20""","""3""","""3""","""3""","""4""","""4""","""3""","""2""","""3""","""3""","""3""","""4""","""4""","""4""","""2""","""1""","""6""",65+ Female
552,"""2""","""-98""","""3""","""2""","""3""","""2""","""2""","""3""","""3""","""3""","""4""","""2""","""2""","""4""","""1""","""4""","""1""","""6""",30-49 Female
1378,"""4""","""13""","""3""","""2""","""2""","""2""","""3""","""1""","""1""","""1""","""2""","""1""","""4""","""5""","""4""","""4""","""-1""","""-1""",65+ Male
378,"""4""","""19""","""1""","""4""","""4""","""4""","""3""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""1""","""6""",30-49 Female
935,"""2""","""36""","""4""","""2""","""3""","""3""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""2""","""0""","""12""",65+ Male
217,"""4""","""4""","""3""","""4""","""4""","""3""","""2""","""3""","""3""","""3""","""4""","""2""","""2""","""2""","""4""","""2""","""1""","""1""",30-49 Female
1321,"""2""","""11""","""4""","""3""","""3""","""4""","""3""","""3""","""3""","""3""","""3""","""3""","""4""","""4""","""4""","""4""","""0""","""12""",50-64 Female
410,"""4""","""11""","""4""","""3""","""2""","""3""","""2""","""2""","""1""","""2""","""2""","""1""","""2""","""4""","""2""","""1""","""1""","""6""",50-64 Female
300,"""2""","""1""","""3""","""4""","""4""","""3""","""2""","""2""","""2""","""3""","""2""","""2""","""4""","""2""","""4""","""1""","""0""","""12""",50-64 Male
1619,"""4""","""1""","""96""","""3""","""3""","""3""","""2""","""1""","""1""","""1""","""2""","""2""","""2""","""2""","""2""","""1""","""1""","""1""",50-64 Female
802,"""2""","""1""","""2""","""5""","""3""","""3""","""2""","""3""","""2""","""3""","""4""","""4""","""4""","""5""","""4""","""1""","""0""","""12""",65+ Female
56,"""1""","""1""","""1""","""1""","""5""","""4""","""3""","""2""","""2""","""4""","""3""","""2""","""5""","""5""","""4""","""2""","""0""","""8""",30-49 Male
1427,"""2""","""13""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""1""","""2""","""1""","""5""","""4""","""5""","""1""","""-1""","""-1""",65+ Female
465,"""4""","""5""","""3""","""5""","""2""","""3""","""2""","""3""","""3""","""4""","""2""","""2""","""2""","""4""","""2""","""2""","""1""","""6""",50-64 Female
879,"""4""","""1""","""2""","""3""","""3""","""3""","""4""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""2""","""2""","""1""","""6""",18-29 Male
668,"""2""","""-98""","""1""","""3""","""3""","""3""","""3""","""2""","""3""","""3""","""4""","""2""","""2""","""4""","""5""","""2""","""1""","""6""",30-49 Male
610,"""2""","""4""","""1""","""3""","""3""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""4""","""1""","""6""",30-49 Female
1207,"""2""","""8""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""0""","""12""",30-49 Male
1213,"""2""","""13""","""6""","""4""","""3""","""4""","""4""","""2""","""1""","""3""","""3""","""1""","""2""","""2""","""4""","""1""","""0""","""12""",50-64 Male
2529,"""2""","""96""","""1""","""4""","""3""","""4""","""4""","""3""","""3""","""3""","""2""","""3""","""4""","""4""","""4""","""2""","""-1""","""-1""",65+ Male
2294,"""2""","""1""","""1""","""4""","""2""","""3""","""2""","""3""","""1""","""1""","""3""","""1""","""4""","""4""","""2""","""2""","""-1""","""-1""",30-49 Female
738,"""2""","""16""","""1""","""1""","""5""","""1""","""5""","""1""","""1""","""2""","""1""","""1""","""4""","""2""","""2""","""4""","""0""","""12""",30-49 Male
92,"""4""","""16""","""4""","""2""","""3""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""2""","""2""","""1""","""6""",30-49 Male
951,"""2""","""16""","""1""","""4""","""5""","""3""","""3""","""2""","""1""","""1""","""3""","""2""","""4""","""4""","""4""","""4""","""2""","""6""",65+ Female
762,"""5""","""16""","""96""","""2""","""1""","""2""","""3""","""2""","""1""","""3""","""2""","""1""","""1""","""1""","""4""","""2""","""2""","""6""",65+ Male
874,"""2""","""17""","""1""","""2""","""1""","""2""","""1""","""1""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""1""","""1""","""1""",30-49 Female
1274,"""4""","""36""","""1""","""4""","""5""","""4""","""4""","""2""","""1""","""2""","""2""","""1""","""4""","""4""","""4""","""4""","""-1""","""-1""",50-64 Male
1851,"""4""","""32""","""4""","""3""","""4""","""2""","""2""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""2""","""2""","""1""","""6""",50-64 Male
1580,"""4""","""20""","""96""","""4""","""2""","""3""","""4""","""2""","""1""","""2""","""2""","""1""","""2""","""2""","""2""","""-99""","""-1""","""-1""",65+ Male
1825,"""2""","""2""","""1""","""1""","""1""","""2""","""2""","""3""","""1""","""1""","""3""","""2""","""1""","""1""","""5""","""1""","""2""","""6""",50-64 Female
301,"""4""","""13""","""5""","""3""","""3""","""4""","""4""","""3""","""2""","""3""","""3""","""3""","""2""","""4""","""4""","""2""","""0""","""12""",30-49 Male
1812,"""2""","""13""","""16""","""5""","""4""","""3""","""3""","""1""","""1""","""2""","""3""","""2""","""5""","""5""","""5""","""4""","""0""","""12""",50-64 Male
894,"""2""","""36""","""2""","""2""","""3""","""3""","""2""","""3""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""0""","""12""",65+ Female
1414,"""1""","""5""","""2""","""4""","""2""","""3""","""3""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""2""","""0""","""12""",65+ Female
1894,"""2""","""13""","""1""","""4""","""4""","""3""","""4""","""1""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""1""","""1""","""1""",65+ Female
2568,"""5""","""11""","""32""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""1""","""1""","""1""",30-49 Female
1844,"""4""","""13""","""11""","""3""","""3""","""3""","""3""","""1""","""1""","""1""","""2""","""1""","""2""","""4""","""2""","""2""","""-1""","""-1""",50-64 Female
279,"""4""","""4""","""3""","""2""","""2""","""3""","""4""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""6""",65+ Female
1942,"""1""","""16""","""1""","""3""","""2""","""1""","""2""","""1""","""1""","""2""","""2""","""1""","""4""","""5""","""4""","""5""","""-1""","""-1""",65+ Male
391,"""4""","""16""","""97""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""5""","""1""","""5""","""1""","""1""","""1""",50-64 Male
790,"""2""","""36""","""1""","""3""","""2""","""3""","""3""","""3""","""2""","""3""","""4""","""2""","""4""","""2""","""4""","""4""","""-1""","""-1""",65+ Male
1714,"""1""","""4""","""3""","""3""","""2""","""3""","""3""","""1""","""2""","""2""","""4""","""2""","""2""","""4""","""2""","""2""","""0""","""12""",30-49 Male
1004,"""2""","""34""","""-98""","""3""","""2""","""3""","""2""","""3""","""3""","""3""","""3""","""3""","""2""","""4""","""2""","""2""","""0""","""12""",30-49 Male
2577,"""2""","""13""","""3""","""3""","""3""","""4""","""3""","""1""","""1""","""2""","""1""","""1""","""2""","""5""","""5""","""2""","""0""","""12""",30-49 Female
2365,"""2""","""1""","""3""","""2""","""2""","""2""","""1""","""3""","""2""","""4""","""3""","""1""","""4""","""5""","""4""","""2""","""-1""","""-1""",30-49 Female
2561,"""4""","""1""","""97""","""4""","""5""","""1""","""5""","""1""","""1""","""1""","""1""","""1""","""2""","""4""","""2""","""1""","""1""","""6""",50-64 Female
1783,"""4""","""13""","""1""","""3""","""1""","""3""","""2""","""1""","""1""","""2""","""2""","""2""","""1""","""2""","""4""","""1""","""1""","""1""",65+ Female
745,"""2""","""-98""","""1""","""2""","""3""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""5""","""4""","""2""","""1""","""6""",50-64 Female
2585,"""4""","""17""","""3""","""4""","""4""","""4""","""4""","""2""","""3""","""2""","""2""","""2""","""2""","""4""","""4""","""2""","""1""","""6""",50-64 Female
1569,"""2""","""1""","""16""","""4""","""2""","""2""","""2""","""2""","""2""","""1""","""2""","""1""","""4""","""2""","""4""","""-99""","""-1""","""-1""",50-64 Female
1703,"""4""","""36""","""3""","""2""","""2""","""2""","""2""","""2""","""3""","""2""","""3""","""2""","""2""","""4""","""2""","""2""","""0""","""12""",50-64 Female
1873,"""4""","""16""","""4""","""1""","""2""","""2""","""1""","""1""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""1""","""1""","""6""",30-49 Female
371,"""4""","""16""","""97""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""5""","""5""","""5""","""1""","""1""","""1""",30-49 Male
422,"""4""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""1""","""1""","""3""","""1""","""2""","""4""","""4""","""2""","""0""","""12""",50-64 Female
1889,"""2""","""11""","""3""","""1""","""1""","""2""","""2""","""2""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""0""","""8""",30-49 Male
329,"""4""","""13""","""1""","""2""","""1""","""1""","""2""","""1""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""2""","""6""",65+ Female
1065,"""2""","""11""","""4""","""3""","""2""","""4""","""3""","""2""","""2""","""4""","""4""","""3""","""2""","""4""","""2""","""2""","""1""","""6""",30-49 Female
485,"""4""","""13""","""3""","""3""","""5""","""2""","""1""","""1""","""1""","""2""","""2""","""2""","""2""","""2""","""4""","""1""","""0""","""12""",50-64 Male
605,"""2""","""11""","""3""","""3""","""3""","""4""","""3""","""2""","""1""","""2""","""2""","""2""","""4""","""4""","""4""","""4""","""1""","""1""",30-49 Female
1570,"""2""","""1""","""3""","""5""","""5""","""5""","""5""","""1""","""1""","""1""","""1""","""1""","""4""","""3""","""4""","""5""","""-1""","""-1""",50-64 Male
142,"""2""","""16""","""6""","""3""","""3""","""2""","""1""","""3""","""2""","""4""","""3""","""2""","""4""","""4""","""4""","""2""","""0""","""12""",30-49 Male
1968,"""2""","""1""","""4""","""3""","""3""","""3""","""3""","""1""","""1""","""2""","""2""","""1""","""4""","""4""","""4""","""4""","""1""","""6""",30-49 Female
1615,"""4""","""1""","""96""","""3""","""2""","""2""","""1""","""2""","""2""","""2""","""2""","""2""","""5""","""5""","""5""","""5""","""1""","""6""",30-49 Male
2448,"""1""","""13""","""1""","""4""","""4""","""4""","""4""","""2""","""1""","""2""","""2""","""2""","""4""","""1""","""4""","""4""","""-1""","""-1""",50-64 Male
2039,"""2""","""11""","""3""","""4""","""4""","""4""","""4""","""4""","""2""","""4""","""4""","""3""","""5""","""5""","""5""","""5""","""-1""","""-1""",50-64 Female
1240,"""4""","""29""","""1""","""3""","""3""","""3""","""3""","""3""","""3""","""4""","""3""","""3""","""4""","""4""","""4""","""2""","""0""","""8""",30-49 Female
1579,"""5""","""1""","""3""","""5""","""5""","""1""","""1""","""4""","""1""","""1""","""3""","""4""","""4""","""5""","""5""","""1""","""-1""","""-1""",50-64 Female
591,"""2""","""1""","""3""","""3""","""4""","""4""","""3""","""1""","""2""","""1""","""2""","""2""","""2""","""5""","""2""","""4""","""0""","""8""",18-29 Male
1557,"""4""","""4""","""3""","""4""","""4""","""5""","""4""","""2""","""-98""","""2""","""-98""","""2""","""2""","""4""","""4""","""1""","""1""","""6""",18-29 Male
481,"""2""","""16""","""1""","""1""","""5""","""2""","""2""","""1""","""1""","""4""","""2""","""2""","""1""","""2""","""1""","""4""","""0""","""12""",65+ Male
1208,"""2""","""1""","""3""","""2""","""2""","""2""","""2""","""1""","""1""","""2""","""1""","""1""","""2""","""2""","""4""","""1""","""1""","""6""",50-64 Female
732,"""4""","""19""","""5""","""2""","""4""","""3""","""4""","""2""","""1""","""4""","""2""","""1""","""1""","""4""","""2""","""2""","""0""","""12""",50-64 Male
1238,"""4""","""36""","""-98""","""2""","""4""","""2""","""2""","""1""","""2""","""2""","""1""","""1""","""2""","""5""","""5""","""1""","""1""","""1""",65+ Female
1621,"""4""","""11""","""4""","""3""","""4""","""3""","""4""","""4""","""4""","""3""","""4""","""3""","""2""","""4""","""4""","""4""","""0""","""11""",50-64 Female
1833,"""2""","""16""","""4""","""3""","""2""","""4""","""3""","""2""","""2""","""2""","""2""","""2""","""4""","""2""","""2""","""2""","""0""","""12""",18-29 Male
360,"""5""","""11""","""3""","""2""","""2""","""2""","""2""","""1""","""2""","""2""","""3""","""2""","""2""","""4""","""4""","""2""","""1""","""6""",50-64 Female
2422,"""4""","""16""","""11""","""4""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""0""","""8""",30-49 Female
1405,"""2""","""20""","""20""","""4""","""2""","""2""","""2""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""4""","""1""","""1""","""1""",50-64 Female
1075,"""4""","""11""","""4""","""3""","""2""","""2""","""3""","""2""","""1""","""3""","""3""","""1""","""4""","""4""","""4""","""2""","""0""","""12""",50-64 Male
1880,"""2""","""5""","""-98""","""3""","""3""","""3""","""3""","""1""","""1""","""1""","""1""","""1""","""4""","""2""","""2""","""2""","""0""","""12""",30-49 Female
208,"""4""","""11""","""4""","""2""","""2""","""2""","""2""","""2""","""2""","""1""","""2""","""2""","""2""","""4""","""4""","""4""","""0""","""12""",18-29 Female
1904,"""2""","""-98""","""1""","""3""","""3""","""3""","""3""","""2""","""2""","""3""","""2""","""3""","""2""","""4""","""4""","""4""","""2""","""6""",65+ Male
839,"""2""","""1""","""5""","""4""","""3""","""3""","""3""","""3""","""3""","""4""","""3""","""3""","""2""","""4""","""4""","""4""","""0""","""12""",65+ Male
775,"""4""","""11""","""3""","""2""","""4""","""2""","""2""","""3""","""2""","""2""","""3""","""2""","""2""","""5""","""4""","""2""","""0""","""12""",30-49 Male
1669,"""4""","""32""","""95""","""1""","""1""","""1""","""2""","""1""","""1""","""1""","""1""","""1""","""5""","""2""","""5""","""5""","""-1""","""-1""",65+ Male
831,"""2""","""20""","""-98""","""2""","""2""","""2""","""2""","""2""","""2""","""1""","""2""","""2""","""2""","""4""","""4""","""2""","""1""","""1""",50-64 Female
893,"""2""","""5""","""1""","""5""","""5""","""4""","""5""","""2""","""1""","""1""","""1""","""1""","""2""","""4""","""4""","""1""","""1""","""6""",65+ Male
1798,"""4""","""6""","""3""","""2""","""2""","""3""","""3""","""3""","""2""","""2""","""3""","""3""","""2""","""4""","""2""","""2""","""0""","""8""",50-64 Male
1368,"""2""","""15""","""1""","""1""","""1""","""2""","""1""","""1""","""1""","""1""","""3""","""1""","""2""","""4""","""2""","""4""","""0""","""12""",65+ Female
2447,"""2""","""29""","""4""","""3""","""4""","""3""","""2""","""2""","""2""","""3""","""3""","""1""","""4""","""4""","""4""","""4""","""1""","""6""",30-49 Female
203,"""2""","""-98""","""3""","""3""","""3""","""1""","""2""","""2""","""3""","""2""","""2""","""2""","""1""","""2""","""1""","""2""","""1""","""6""",18-29 Male
1595,"""2""","""36""","""1""","""5""","""2""","""4""","""3""","""2""","""1""","""2""","""2""","""2""","""1""","""1""","""1""","""1""","""0""","""12""",50-64 Male
598,"""2""","""32""","""1""","""3""","""3""","""3""","""3""","""2""","""3""","""3""","""3""","""3""","""4""","""2""","""2""","""4""","""0""","""12""",18-29 Male
1187,"""2""","""19""","""1""","""3""","""2""","""2""","""3""","""4""","""3""","""3""","""4""","""4""","""5""","""5""","""5""","""4""","""0""","""8""",18-29 Female
1872,"""2""","""96""","""96""","""3""","""4""","""4""","""5""","""4""","""3""","""3""","""3""","""3""","""4""","""4""","""2""","""4""","""1""","""6""",30-49 Male
885,"""1""","""1""","""3""","""5""","""4""","""2""","""4""","""2""","""1""","""1""","""1""","""2""","""4""","""4""","""4""","""4""","""1""","""6""",50-64 Male
1372,"""3""","""1""","""95""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""1""","""3""","""2""","""5""","""5""","""5""","""-1""","""-1""",30-49 Male
538,"""4""","""32""","""3""","""3""","""2""","""2""","""3""","""2""","""2""","""1""","""1""","""1""","""2""","""2""","""2""","""2""","""2""","""6""",50-64 Female
740,"""2""","""30""","""1""","""5""","""3""","""4""","""3""","""3""","""2""","""4""","""3""","""3""","""5""","""5""","""5""","""4""","""1""","""6""",30-49 Female
1479,"""2""","""-98""","""4""","""3""","""5""","""2""","""3""","""1""","""1""","""3""","""4""","""1""","""2""","""5""","""2""","""2""","""1""","""1""",18-29 Male
1740,"""2""","""19""","""1""","""2""","""2""","""3""","""2""","""1""","""1""","""3""","""3""","""1""","""2""","""4""","""2""","""2""","""1""","""6""",18-29 Female
1184,"""4""","""16""","""-99""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""5""","""5""","""5""","""5""","""1""","""1""",30-49 Female
1762,"""5""","""1""","""3""","""1""","""1""","""1""","""2""","""1""","""1""","""1""","""4""","""1""","""1""","""2""","""4""","""1""","""0""","""12""",50-64 Male
1257,"""2""","""32""","""1""","""3""","""3""","""3""","""3""","""3""","""2""","""3""","""3""","""3""","""2""","""4""","""4""","""4""","""1""","""1""",50-64 Female
1741,"""2""","""19""","""1""","""1""","""1""","""3""","""1""","""1""","""2""","""1""","""1""","""2""","""4""","""4""","""5""","""4""","""0""","""12""",65+ Female
728,"""5""","""11""","""3""","""5""","""5""","""2""","""5""","""2""","""2""","""1""","""2""","""1""","""2""","""4""","""2""","""1""","""0""","""12""",65+ Female
1761,"""2""","""1""","""3""","""4""","""5""","""4""","""3""","""2""","""4""","""2""","""3""","""2""","""2""","""4""","""4""","""4""","""1""","""6""",30-49 Female
908,"""2""","""7""","""1""","""4""","""3""","""2""","""2""","""2""","""2""","""3""","""2""","""2""","""2""","""4""","""2""","""4""","""0""","""12""",50-64 Male
2312,"""2""","""16""","""3""","""2""","""2""","""2""","""3""","""3""","""4""","""3""","""4""","""2""","""4""","""4""","""2""","""4""","""0""","""12""",30-49 Male
882,"""2""","""36""","""1""","""3""","""3""","""4""","""4""","""4""","""3""","""3""","""2""","""3""","""2""","""4""","""4""","""4""","""0""","""12""",65+ Male
1938,"""4""","""4""","""3""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""3""","""2""","""4""","""4""","""4""","""4""","""0""","""12""",50-64 Male
74,"""1""","""-99""","""3""","""3""","""3""","""4""","""3""","""4""","""4""","""4""","""4""","""4""","""2""","""2""","""4""","""4""","""1""","""6""",50-64 Female
1571,"""2""","""13""","""1""","""4""","""2""","""3""","""2""","""1""","""1""","""1""","""2""","""1""","""4""","""4""","""4""","""2""","""1""","""6""",65+ Male
226,"""4""","""20""","""3""","""3""","""2""","""2""","""2""","""3""","""3""","""1""","""3""","""2""","""2""","""4""","""2""","""2""","""0""","""12""",65+ Male
1992,"""4""","""16""","""1""","""2""","""3""","""2""","""2""","""2""","""3""","""2""","""2""","""3""","""2""","""4""","""1""","""2""","""0""","""12""",50-64 Female
633,"""4""","""35""","""3""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""0""","""12""",50-64 Male
627,"""4""","""16""","""-98""","""4""","""3""","""3""","""3""","""1""","""1""","""1""","""1""","""1""","""2""","""4""","""2""","""2""","""0""","""12""",50-64 Male
2546,"""2""","""6""","""1""","""2""","""4""","""3""","""3""","""1""","""2""","""2""","""2""","""2""","""4""","""2""","""2""","""2""","""1""","""1""",30-49 Female
